"","transacao1","transacao2","previsoes_novos_dados$id"
"1",17.9764730941249,5.03836490646195,1
"2",28.7832712806442,37.6727667273583,2
"3",11.9752491058601,-28.4759393698201,3
"4",15.9118838882143,-10.1973774910524,4
"5",5.48844590286061,8.75253523066643,5
"6",-1.85504933704843,46.5170812287693,6
"7",-63.7188988038234,-1.20460606440551,7
"8",10.9711683831863,-11.9899333621736,8
"9",-17.2472051305204,-14.2479401884492,9
"10",15.7434635683042,-39.6131147499027,10
"11",-30.3148400703393,6.85333379322643,11
"12",-13.1792227260767,-5.60045830811273,12
"13",-39.1791094512599,20.3932815687135,13
"14",-15.2848862838479,-14.439752403855,14
"15",7.28981489562022,-0.0809928828092086,15
"16",20.1501777825709,-19.3806902301194,16
"17",6.1168806957871,-5.7578772727932,17
"18",-3.17343210480291,-13.2221283463185,18
"19",25.4449846622235,-11.2114872906287,19
"20",-22.6850757814807,-6.17340913454903,20
"21",-20.6174911089949,37.2463098795254,21
"22",2.08161085985485,-21.2801857025994,22
"23",-33.3566146952779,2.35314900485993,23
"24",15.6296468220873,26.7277690118844,24
"25",-5.14317593664903,7.97663576792356,25
"26",7.6692111978054,12.9351838863011,26
"27",27.3547462002946,-24.2876067924091,27
"28",-21.4932530301948,-9.95550746053108,28
"29",-3.95788494985277,-0.179648028803616,29
"30",6.95901248600506,-7.24288762358233,30
"31",-37.7026267998855,9.14007741917297,31
"32",32.2532251023367,-29.3905511158968,32
"33",-10.9687798721768,-13.0393508271213,33
"34",20.3030493849573,4.74099255851834,34
"35",0.737393854467307,58.8465456995442,35
"36",9.56924826848069,-26.7865797273826,36
"37",6.12295371314586,-9.65121758903593,37
"38",-19.4920652887903,-9.40266702767642,38
"39",-8.41967563565523,-2.30960077525402,39
"40",11.6900168345225,-23.2345512303453,40
"41",22.5143252794668,-11.8680058373037,41
"42",13.4150757680083,-12.3497680402044,42
"43",-9.11136786799443,18.5096353629129,43
"44",-30.8436657861018,42.9676746631633,44
"45",-5.22763376144868,-43.4975242655766,45
"46",-34.2477099253108,-7.84021046136674,46
"47",-13.5068737808987,3.09223081020989,47
"48",19.9849202860908,-57.6366282843375,48
"49",10.5184956497479,14.1406595378627,49
"50",-10.6157093594858,-3.04404298940836,50
"51",-24.868262774095,0.443900724653141,51
"52",7.29643389982414,9.60136251462108,52
"53",-11.995484327182,-16.1951864179498,53
"54",-7.87433083500126,11.650024677103,54
"55",-15.4611119009507,9.54084865679229,55
"56",-8.83471074437963,13.2344445254449,56
"57",-66.9256553814278,-5.79382781739978,57
"58",16.0726590999869,3.14897111038066,58
"59",16.2840025798341,-12.9231848909297,59
"60",-12.4711603083802,-21.8899211209944,60
"61",-25.7166677767605,-29.0567483191615,61
"62",14.5175911408647,12.7812967225116,62
"63",-15.77022628423,4.23813423278558,63
"64",-18.7783084468109,-12.2028302493842,64
"65",-42.7854353173762,-31.9292044559875,65
"66",-8.12962235194174,15.8154097051456,66
"67",32.3317361104608,-10.8319955621347,67
"68",10.1680353573728,-1.12630585901496,68
"69",10.080700494972,20.5111349363158,69
"70",-5.3702568845066,16.2713127051842,70
"71",-5.4206127970299,13.2841048456289,71
"72",-2.32769982922189,36.7540545618039,72
"73",-43.4544639415084,40.3969283299119,73
"74",2.20629568825268,8.6265814359871,74
"75",-14.9847121870413,10.2260683185471,75
"76",-4.37823200066647,-5.85461597699541,76
"77",-16.743528322023,-17.7605157601234,77
"78",37.3917497888014,-16.938288137628,78
"79",9.39876247431386,-5.51947096935452,79
"80",-9.17353427423858,11.151118489173,80
"81",-0.571540869873683,32.4174052776229,81
"82",3.12952310916469,-7.85708190812175,82
"83",31.8120100279351,-8.6287370627298,83
"84",23.1677292131732,37.6425855656109,84
"85",-0.0843047663091871,-4.0362806013096,85
"86",47.630304491548,1.60288144626181,86
"87",-1.74479420895472,-34.6455725774674,87
"88",-42.7259654619472,14.2810428273743,88
"89",37.417746485033,-33.7306197353179,89
"90",-26.4789081508993,-1.79846261543185,90
"91",-4.39008709108453,-7.87753164346094,91
"92",6.4511008244142,-36.6131031248231,92
"93",21.1556351263466,-2.69711893631543,93
"94",11.1445896849367,-13.9178151002145,94
"95",-29.3093746488015,9.56847907799509,95
"96",-0.461458114354171,-1.93964871019067,96
"97",12.2092358542775,-16.4270824276589,97
"98",22.1715794854498,-12.5275002890891,98
"99",17.226776871942,6.59166458698692,99
"100",-5.85482486118533,5.95390944154484,100
"101",-18.466105793074,31.733254446487,101
"102",-8.62560041237193,24.3051264295133,102
"103",-19.3131416300992,-18.8642860951022,103
"104",37.0877456915266,-6.80341082912399,104
"105",-5.54476660405731,-6.90745079134821,105
"106",18.2454988042847,-32.4489454329636,106
"107",6.34539810976796,-16.7554317197072,107
"108",-0.90290375349081,5.02659047527132,108
"109",-17.7663638235198,-22.4313368919932,109
"110",6.34530757456327,-2.31023565524573,110
"111",-46.8935420916355,23.5667263719629,111
"112",-17.0991327060884,14.5183767501568,112
"113",-13.6073254795796,8.95947831825737,113
"114",6.26861593127988,-28.0110957417229,114
"115",-15.7909455602076,5.82094155572981,115
"116",6.57326095471284,-5.26251636702697,116
"117",-30.8652751957065,17.8676025746745,117
"118",16.0339855933076,-25.9189299233687,118
"119",0.0659507123335233,22.1370178977341,119
"120",6.97327062755742,14.2510153597819,120
"121",19.4455612941508,-14.1023396513977,121
"122",20.6293445104761,19.0496230439007,122
"123",5.5701090773011,15.0868251391159,123
"124",-23.6966269669618,26.1041448401197,124
"125",15.4072505761953,27.1156831486785,125
"126",11.9804102826876,-18.7949327684922,126
"127",-11.1631841417608,7.68239658496615,127
"128",23.2341065818569,-11.2885941477698,128
"129",8.12208406571024,-6.24030825743017,129
"130",-0.464912814181194,-25.5872995462102,130
"131",-3.32182414774854,20.5360439945998,131
"132",12.1101158514637,-14.654095179528,132
"133",-13.2352708627433,16.3270520518608,133
"134",28.7255393858215,19.8083006493296,134
"135",25.0951041233011,-0.757792322718115,135
"136",-14.7415373376338,29.9093976118389,136
"137",-0.327875226796564,20.7965218966964,137
"138",-3.31953169952459,-27.6244996566582,138
"139",1.14796280119261,49.1377974531798,139
"140",17.8053866144573,-31.5962617136427,140
"141",-2.96971048207929,-34.3799015178624,141
"142",-1.70348914051919,28.0768474554169,142
"143",-15.359036167032,14.1409122633654,143
"144",-12.7386995377944,-8.94095355575168,144
"145",-3.19799692391463,-8.42023547875148,145
"146",4.77910951735791,-8.30249856930406,146
"147",30.1853659610464,15.3073935328546,147
"148",-1.92363818615137,-12.7309628865299,148
"149",41.196641413279,39.2849822324039,149
"150",8.2551043204678,-28.8036492227381,150
"151",7.73999754082877,23.9544850247001,151
"152",-17.2817237022436,-23.6552360690801,152
"153",-43.1508335105119,-30.1172378312669,153
"154",2.28930123567085,23.5783955744903,154
"155",-10.9724998071914,19.8640944744751,155
"156",0.598621118178486,3.37490923651859,156
"157",16.485700242566,30.6362084555638,157
"158",26.7878640537846,-42.0392077366711,158
"159",-2.53660672555765,-2.69889843195841,159
"160",12.3519295225244,28.1658862948732,160
"161",-17.1765407601398,13.2643684572007,161
"162",5.48402253204426,1.3648570539945,162
"163",16.4698194648577,30.9975985920911,163
"164",-3.7345647249626,-8.2241183311527,164
"165",-12.1777857695481,33.5112360251125,165
"166",-2.82165992219802,-7.40492161741789,166
"167",-18.800994243043,32.362710749847,167
"168",-17.1337509616589,-11.1582330111627,168
"169",-3.30215415715856,2.18015694635043,169
"170",15.1881697198373,-14.5073502556216,170
"171",-37.003931418172,18.0674167880155,171
"172",23.0978850225163,-46.5619518166263,172
"173",-11.7821209201984,-14.1621657493307,173
"174",-1.29465772146555,-46.1259549482561,174
"175",3.69272367556088,-11.0995944037423,175
"176",-0.381292328659053,-6.53897013284591,176
"177",-0.802651499811918,-18.6082951560696,177
"178",9.93587657304104,-14.158159695662,178
"179",-9.51380943377912,5.69965092168436,179
"180",21.630699764415,-2.26118183991166,180
"181",7.09471184527798,17.0291333809341,181
"182",-8.39862839003259,10.6100492700316,182
"183",39.2222260663455,-19.5832321597559,183
"184",9.83419086835664,-6.39951946435621,184
"185",-33.633770879842,7.16832752534883,185
"186",7.51213764765543,-13.0169794071055,186
"187",31.7302964159008,-9.90717981676572,187
"188",-35.116114692714,-12.6673365152204,188
"189",30.3524997463555,-11.792243430685,189
"190",28.9121763496562,-7.60615134097638,190
"191",-18.0246119744733,7.8077373448498,191
"192",-20.0408887893975,-14.6317485872219,192
"193",-6.25106510269013,18.5210106571025,193
"194",-41.6476270914343,-30.5875323606216,194
"195",-8.6986958026637,0.225368191265169,195
"196",-22.1195613273878,6.01354148534495,196
"197",-13.4957225238173,-3.83842369894944,197
"198",21.0476591944814,11.2158624631085,198
"199",7.39655249466292,-13.2373116569283,199
"200",10.7685143329762,26.0031733389247,200
"201",29.5094283922361,0.0626646268247784,201
"202",44.8651522429711,25.0627185842127,202
"203",-19.7548286362126,-18.1814376596843,203
"204",-4.06926416314865,9.24080543312431,204
"205",35.9649410530188,7.78307624123341,205
"206",-12.7651709190517,-1.78950607904215,206
"207",-14.311081979612,6.36594148516658,207
"208",24.1649478611423,22.5635241808862,208
"209",37.092869052553,-8.51024210328786,209
"210",-9.71057406154324,-14.3838194043824,210
"211",9.71342462225902,-6.72107278359932,211
"212",-23.6447092200052,3.61806651043809,212
"213",-7.28648081932965,-32.5933853647345,213
"214",-22.7017994578436,12.7459172114425,214
"215",-17.0234555270159,-14.2087901316532,215
"216",-16.5595013736741,-19.5845208375339,216
"217",-7.88332282264788,-17.6979738367377,217
"218",42.1400632873723,-1.40069405567952,218
"219",-14.8868131160559,-8.41683414205338,219
"220",26.336659370081,13.6987437299743,220
"221",13.9978962065275,19.635621534156,221
